title,author,datetime,content,url
진라벨이라는게 사면좋다는데 캐시템인가요??,기흥공고,2026-06-24 12:42,"아이템인지 캐시템인지 경매장에 검색해도 안나오더라구요
어떤아이템인가요??",https://www.inven.co.kr/board/maple/2300/357955
챌섭 노말 진힐라 잡기 위해 쌍레구매?,,2026-06-24 12:21,"아델이구 투력 2077만, 배율 아래 사진 정도로 나오는데,
지금 엠블렘 유닠 공9퍼만 달아서 쓰고 있고
블랙 보조는 유니크 보공30%+공6% 쓰고 있습니다
어제 진힐라 연모로 3트 정도 했는데 10분 남기고 47%까지밖에 못깎았어요 처음해봐서 익숙해지는데 시간이 필요할 것 같은데 오늘이 마지막 트라이날이라ㅠ
쌍레 보조랑 미트라 원래 미라클 이후에 사려고 했는데.. 이러면 그냥 보스 편하게 잡기 위해 사는게 나을까요? 아니면 그냥 이대로 더 트라이 해볼까요? 노말 진힐라 첫주에 못잡은게 나중에 거슬릴까요..?
고민돼서 조언 부탁드립니다!!!",https://www.inven.co.kr/board/maple/2300/357953
해방퀘,Qwqqq,2026-06-24 12:14,이번주 하스데 노말 검밑솔 잡으면 해방이 많이 밀리나요..??,https://www.inven.co.kr/board/maple/2300/357952
보장9세트 vs 보장7세트 2여명,늅은해방까지,2026-06-24 12:12,뭐가좋을까요?? 도와주세요,https://www.inven.co.kr/board/maple/2300/357951
보마 이벤링 추천좀 해주세용,G1vm,2026-06-24 12:03,"이터널 / 글로리온 / 테네브리스 / 어비스
이렇게 있는데
2티어 반지 카오스랑 크리티컬 중에 뭐 받아야 하나용?
직업은 보마입니다",https://www.inven.co.kr/board/maple/2300/357950
데아시두스 vs 에스텔라,잼민펀치,2026-06-24 12:00,"유튭보니까 가엔링 에스텔라로 2여명 띄우라는 정보가 엄청 많던데 굳이 에스텔라로 맞추는 이유가 뭔가요?
여명은 보통 최소 17성은 쓰니까 실블링, 응축, 메커 처럼 렙제가 낮아서 17성을 못띄우는 템을 우선적으로 바꾸는게 좋을거 같은데....
거기다 18성 에스텔라가 19성 데아시두스랑 체급이 비슷한데 가격은 19성 데아시두스가 훨씬 싸더라구요
이러면 셋옵도 별로 차이 안나는데 굳이 4여명 가겠다고 돈 더주고 에스텔라를 맞추는 이유를 모르겠습니다.
차라리 가엔링 보장으로 쓰고 트왈마 데브펜으로 2여명 쓰는게 낫지 않나요?",https://www.inven.co.kr/board/maple/2300/357949
님들 메이린 최소컷 질문인데요,,2026-06-24 11:58,"하진힐 112퍼로 2분 정도 남기고 잡았는데
메이린도 충분한가요...?
메이린이 쉽다고 듣긴했는데 할만한지 감이 안잡혀요 ㅠㅠ",https://www.inven.co.kr/board/maple/2300/357948
앞으로의 방향,Afresh93,2026-06-24 11:51,"3카룻 5앜셰 4여명 나머지 보장으로
전부위 유닉에픽 18성 둘둘로 해방완료했습니다.
전투력 1억턱걸이 입니다.
소과금(거의 무과금)유저인데
앞으로 에테유니크정도로 직작하는 방향으로가나요?
아니면 아케인을 22레전 방향으로 가야하나요?
아니면 또다른 방향이 있을까요?",https://www.inven.co.kr/board/maple/2300/357947
검밑솔 닼나 버리고 렌 키우려는데 템 이동 질문,,2026-06-24 11:43,"안녕하세요 메쌤님들
챌린저스 시즌1 때 만든 닼나를 현재 유챔A에 검밑솔 주보돌이로 사용 중입니다.
이번 챌섭에서 렌을 새로 키워서 본섭으로 가져오려고 하는데, 현재 닼나에 있는 템을 렌으로 넘길 계획입니다.
템 수준은
* 3카 4앜
* 보장 + 여명 세트
* 전부 17성 15% 둘둘
정도입니다.
3카는 처분하고 흙에테로 넘어갈 생각이고요.
고민인 게,
1. 일단 지금 닼나 템을 정리해두고 렌은 챌섭에서 하나씩 맞추면서 키운다.
2. 본섭 이전 직전까지 닼나 템 그대로 쓰고, 렌은 최소한으로만 육성한 뒤 이전 후에 템을 몰아준다.
둘 중 어떤 선택이 더 효율적일까요?
무과금이고 챌섭은 끝까지남아서 챌린저는 찍어보는게 목표입니다 ! 글작성능력이 부족해서 지피티로 정리햇습니당
답변주시면 감사하겠습니다!",https://www.inven.co.kr/board/maple/2300/357946
복귀유저인데 방학시즌에는 본캐 부캐 사냥비중어떻게둬야해요?,내맘이양마,2026-06-24 11:28,부캐템맞추는건 좀 미뤄도 렙업때문에라도  사냥할때 함선나와서 경험치많이주는거 생각해서  그거다 쓸때까진 본캐부캐  사냥30분씩은 다 해줘야하나요?,https://www.inven.co.kr/board/maple/2300/357945
레테 영메스킬은 어떻게 배우나요?,nonoqhdl,2026-06-24 11:17,"아무리 찾아도 안보이는데.
혹시 배우신분 공유점 부탁드려요",https://www.inven.co.kr/board/maple/2300/357944
에픽던전 1단계 하는게 메포효율 생각했을때 젤 좋져?,,2026-06-24 11:07,지금 266렙 이기도 하고 낼이면 초기화 되니깐 그냥 하이마운틴 돌려는데 메포 효율 생각하면 1단계로 받아야 겠져?,https://www.inven.co.kr/board/maple/2300/357943
닉네임 판매할까 옮길까...,넥프91,2026-06-24 11:04,"진지,피습 작년 12월쯤에 샀는데  진지 이건 100만원해서 옮길까요? 아니면 두 닉네임 얼마정도에 팔릴까요?",https://www.inven.co.kr/board/maple/2300/357942
혹시 요즘도 무릉에서 경쿠수급 되나용??,쮸리,2026-06-24 10:59,"여전히 가능한지 궁금합니다!!
옛날엔 되었던걸로 알아서요!",https://www.inven.co.kr/board/maple/2300/357941
이거 에디 선택하고 팔아야되나요?,,2026-06-24 10:33,선택좀 부탁드립니다.,https://www.inven.co.kr/board/maple/2300/357940
메이플만 쾌적하게 할 수 있는 컴퓨터를 사고 싶습니다,,2026-06-24 10:29,"컴퓨터로 오직 메이플만 합니다.
8년 쓴 데스크탑은 사냥조차 렉걸려서 못하고
회사에서 지원해준 lg 그램으로 메이플 하는데 이 마저도 렉이 심하네요
메이플만 쾌적하게 할 수 있는 데스크탑 하나 맞추고 싶은데 컴알못이라 어디서부터 어떻게 맞춰야 할지 모르겠습니다.
라이젠5, ssd 500기가, 램8기가 두개(가격 여유만 되면 16 두개) 제가 알고있는 지식은 이게 다입니다.
이런 정보 공부할 수 있는 곳이나 이정도 스펙으로 맞추면 된다 정도 알려주실 수 있을까요?",https://www.inven.co.kr/board/maple/2300/357939
제네패스 챌섭패스중 하나만 살수있는데,제로뉴비히히,2026-06-24 10:16,뭐가 더 좋나요? 방금 260찍었어요,https://www.inven.co.kr/board/maple/2300/357937
뉴비 카레잠 어디에 발라야하나요,아다몬린,2026-06-24 09:39,"가이드대로 해서 에메찍고 카라잠 받을수있는데 누군 보조에 바르라하고 하트, 엠블럼 다 다르길래 여쭈어봅니다",https://www.inven.co.kr/board/maple/2300/357935
울티마 작전일지 메이플id 변경,조탁,2026-06-24 09:09,안쓰는 메이플id에 울티마 작전일지 받았는데 이벤트참여하기로한 메이플id 삭제하고 다른 메이플id로 변경가능한가요...?,https://www.inven.co.kr/board/maple/2300/357933
엠블렘 공뎀뎀,휴대용돈까스,2026-06-24 07:47,공6 뎀15가 그냥 공9보다 높은 거 맞죠?,https://www.inven.co.kr/board/maple/2300/357932
메린이 주말반입니다 도와주세요,양덕동,2026-06-24 07:17,"첫날부터 시작을 했는데 플레이는 주말 2일만 가능합니다 3-4시간 정도 플레이가 가능한데 레벨업이 늦어지면 문제가 많이 될까요?
1. 주말만 3-4 시간 가능한데 보스 트라이 하기도 바쁜 시간이라 렙업이 잘 안되고 있습니다..
사우나 현질하고 리조트 사용해서라도 렙업은 중요한거죠?
2. 메린이라 보스들 여유컷 높을 때 도전하려는데 아케인 메소로 최대한 강화하는것도 도움이 될까요? 일퀘를 못하니 심볼 업도 안될 것 같아서요
3.패스는 전부 다 샀는데 주말만 플레이 해도 혜택 다 받아 볼 수 있을까요..",https://www.inven.co.kr/board/maple/2300/357931
메린이 엠블렘 질문,오샨,2026-06-24 06:52,저번 챌섭에서 렌을 키워 본섭 리프를 해놨는데 이번 챌섭 끝나도 계속 메이플 할 예정이라 렌으로 본캐를 바꾸고 싶은데 이 엠블럼도 미트라를 사야하나요? 아니면 들고가도되나요?,https://www.inven.co.kr/board/maple/2300/357930
에픽던전 관련 질문입니다,강윤슬,2026-06-24 06:39,"챌섭 메린이입니다
260레벨때 에픽던전 하이마운틴을 해버려서
지금 274레벨을 찍었는데 이번주 앵컴을 못하게 되었습니다
내일 초기화 되기전에 하이마운틴 보너스 리워드라도 받는게 나을까요?
(1단계 경험치 + 솔 에르다)
경험치는 28퍼 오르고 솔 에르다는 4개 주네요",https://www.inven.co.kr/board/maple/2300/357929
챌섭 메린이 파풀마 대신 블빈마를 사버렸습니다..망한건가요?,강윤슬,2026-06-24 06:23,"어떤 유튜버(지@)를 보고 파풀마가 있는줄 모르고 블빈마를 사버렸습니다..
근데 다른 유튜버 들은 파풀마를 사라고 하더라고요 (물@@아,메@놈)
블빈마는 2억 메소 주고 샀는데 파풀마는 2억 초반대~3억에 거래 되었더라고요
가격차가 별차이가 안나는데
블빈마를 사버려서 너무 후회됩니다..
메린이 망한건가요?ㅠㅠ 파풀마로 다시 살까요?",https://www.inven.co.kr/board/maple/2300/357928
옥토퍼스 지우개,짜짝성,2026-06-24 03:15,이런 희귀템 요즘 팔려 형들?,https://www.inven.co.kr/board/maple/2300/357926
메린이 이러면 5주 제네 해방 가능함??,Funnn,2026-06-24 02:26,"이번주 시간 없어서 그런데
1주차 노말 검밑솔(진힐라x)
2주차 검밑솔 + 노말 진힐라
3주차 검밑솔 +검마 2인
4주차 검밑솔+ 검마 솔격
하면 5주차때 해방 가능함???",https://www.inven.co.kr/board/maple/2300/357925
여명셋 지금 많이 올랐나요? 템셋팅 알려주십쇼 ㅠㅠㅠ,흑발강해린,2026-06-24 01:58,"지금 여명 17성들이 가격이 많이 오른건가요?
뉴비라 아무것도 모르네요
최대한 효율적으로 돈을 쓰고 싶은데, 어떻게 하면 좋죠? 75억 정도 들고있습니다.
일주차에 검밑솔하는게 목표입니다.
평가 시원하게 부탁드립니다.
아래 템을 사려고 했습니다. 가격이 괜찮을까요? -------
에스텔라 이어링 int 9 6 : 5억
if +17성 : 12억
(5억에 사서 17성 주문서 사용)
가디언 엔젤 링 int 9 6 : 5억
if +17성 : 11억
(6억에 사서 17성 주문서 사용)
데이브레이크 펜던트 int 9 6 : 5억
if +17성: 10억
(17성 구매)
트와일라이트 마크 int 9 6 : 5억
if +17성: 10억
(17성 구매)
분노한 자쿰의 벨트 int 9 6 : 5억
if +17성 : 13억
(샤타포스때 17성 붙이기 or 그냥 구매?)
파풀라투스 마크 int 9 6 : 8억
if +17성 : 15억
(샤타포스때 17성 붙이기 or 그냥 구매?)
총합=5+5+10+10+5+8= 43억
------
하프 이어링 메획 : 16억
(16억 구매)
43 + 16 = 59억",https://www.inven.co.kr/board/maple/2300/357924
익몬 퀵패스 질문,,2026-06-24 01:29,매일 몬파 퀵패스로 7번 다했는데도 익몬 경험치가 안들어온거 같아서 익몬 경험치 들어왔는지 확인 방법 있을까요?,https://www.inven.co.kr/board/maple/2300/357921
뉴비 렌 이벤트링이랑 기타 등등 질문 있습니다,,2026-06-24 00:52,"1. 이벤트링 받는 순서가 원정대 -> 어웨이크 인가요? 그리고 잠재는 이벤트 큐브로 어느정도 맞춰야 하나요?
그리고 이벤링 목록 엄청 많은 선택권을 렌한테 써도 되나요?
2. 260까지 랩업 한번 당 VIP부스터 1개씩 쓰는건가요? 아님 그냥 일반몹만 잡나요?
3. 본캐가 4년전에 만든 210짜리 아델인데 렌으로 본캐 갈아타고 패스 다 사서 해방까지 해줘도 될까요?
체급 안좋아서 본캐로는 하지 말라는 말이 많아서 고민됩니다.
그리고 혹시 렌 전용 챌섭 가이드가 있을까요?? 찾아봐도 렌 전용은 안보이네요..",https://www.inven.co.kr/board/maple/2300/357920
선생님들 노말 윌도 못깨면 접는게 맞을까요?,Laksheme,2026-06-24 00:47,"3일째 도전 중인데 너무 못하네요 윌도 어려워서 못하는데, 다른 보스들도 힘들겠죠?",https://www.inven.co.kr/board/maple/2300/357919
요즘 오토 3줄 팔리나요?,어떤팀으로,2026-06-24 00:43,챌2섭인데 레잠 바르고 떳길래.. 팔리나해서요,https://www.inven.co.kr/board/maple/2300/357918
메이플 엠작,,2026-06-24 00:13,"엠작 하려구 하는데 처음하는거라서 캐시로 뭐사는게 가장 효율 좋을까요 현시점으로 ?
알려주시면 감사하겠습니다 ㅠㅠㅠ",https://www.inven.co.kr/board/maple/2300/357917
레테 헥사 스텟,투썸케이크,2026-06-23 23:58,"제가 헥사 스텟에 대해 잘 몰라서 그런데
헥사 스텟 능력치 뭐하면 되나요?",https://www.inven.co.kr/board/maple/2300/357916
메이린 헤어/성형 쿠폰,,2026-06-23 23:35,"메이린 노말 클리어 보상으로 받는 헤어/성형 쿠폰
제로 알파/베타 모두 적용 가능한가요?",https://www.inven.co.kr/board/maple/2300/357915
템셋팅 시기 질문입니다!,Yeongwan12,2026-06-23 23:21,"템셋팅 시기 질문입니다!
지금 보조는 샀고, 엠블은 애완미트라로 계속 돌릴 예정에 있고
장신구를 좀 맞추려고 하는데 일요일에 샤타를 할것같다는 얘기가 많아서 21성정도짜리 살거라
좀 기다리면 확실히 많이 싸질까요?
이번주에 보스를 좀 쌔게, 쉽게 가고싶어서 지금 사야될지.. 고민이네요",https://www.inven.co.kr/board/maple/2300/357914
친구랑 대화하다가 이유없이 채금걸려서 채금 조건 알려달라고 했는데 이거 맞냐??,이히히우히히,2026-06-23 22:41,"친구랑 대화하다가 갑자기 채금당해서
채금 기준을 상세하게 알려달라고 했더니
못 알려주겠다는데 이거 맞음...??",https://www.inven.co.kr/board/maple/2300/357912
검마 아케인포스 충족한데 반감이에요,,2026-06-23 22:34,"현재 아케인포스 1420인데 반감 받고 있어요
아케인포스 어디까지 올려야할까요?",https://www.inven.co.kr/board/maple/2300/357911
뉴비 솔 에르다 / 솔 에르다 조각 선택권 받을라 하는데 [답답함주의],스파이니,2026-06-23 21:39,"사진에서 보는바와 같이 7월2일 까지 써라고 해서 사라질게 두려워서 미리 받아둘려고 하는데
지인한테 솔에르다 랑 솔 에르다 조각 선택권 뭐 받아야 하냐? 물어보니
내 캐릭 스팩에 따라 결정 해라고 해서 주환산 사이트 가서 핵사 강화 순서 올리는거 보고 해라
하는데
쓰벌 내가 아는게 1도 없는데 알아서 해라는데 당장 이거만 봐도
코어 활성화가 안되는데 뭐 어쩌란건지 모르겠어
그래서 내가 코어 활성화 조차 안된다 하니까 다른 지인이
V메트릭스 코어 렙업 다 했냐? 물어보길레
내가 여기 있는거 ""전부"" 강화를 다 했냐 라고 물어보는건지
직업 코어에 있는걸 다 올렸냐? 는건지 강화코어를 다 올렸냐? 는 건지도 모르겠고
진짜 답답해 미치겠다",https://www.inven.co.kr/board/maple/2300/357909
챌섭 보통 리프 언제하나요?,메획,2026-06-23 21:16,"1차 리프기간이 7월 23부터던데
자석펫이 걸리더군요
본케에 자석있어서 굳이
자석 또사고싶진않은데
자석펫이 한달짜리주는지 몰랐어요 ㅠ
이참에 3석펫가야하는것인지
아님 7월에 리프열리자마자
옴겨야되는것인지... 고민입니다
해방할대까진 여기있는게맞겠죠...?",https://www.inven.co.kr/board/maple/2300/357907
레테보조2줄,,2026-06-23 21:16,마력21%랑 보공40%마9%나왔는데 뭘 골라야하나요?,https://www.inven.co.kr/board/maple/2300/357906
6 자석펫 질문,,2026-06-23 21:07,"6마리 할때 3마리 세트 후
아무거나 3마리 넣는걸로 아는데 이때 펫 장비 장착이 되나요?
공마가 있으면 공마까지 적용이 되나요?
적용 된다면 간단하게 펫 장비당 각 공마 45오른다고 치면
45x3=135
에서 추가로 또 4석 5석 6석 이 세트효과로
공마 15 15 30 증가 하니까 60
60 + 135 = 195
공마가 증가하는게 맞나요? ....",https://www.inven.co.kr/board/maple/2300/357905
익스우 2인팟 가려면 배율 몇정도 돼야하나요?,방울방울몬,2026-06-23 21:03,"너무 극최소컷 말고 어느정도 생존 신경쓰면서 했을때
두명 합쳐서 몇퍼정도 나와야할까요?",https://www.inven.co.kr/board/maple/2300/357904
뉴비챌섭 천천히할건데 지금템값 거품이죠?,각님,2026-06-23 21:03,"챌목표로 적당히 하려고 하는데 지금 템값거품이죠?
레전보조같은거 살까말까 고민중이라서요",https://www.inven.co.kr/board/maple/2300/357903
챌섭 장갑 살만한가요???,,2026-06-23 20:14,"아케인 18성 크주주 60억
에테 노작 크주주 50억
어떤서 사는게 좋을까요? 아니면 존버하고있다가 샤타포스 이런거 하는날에 사는게 좋을까요?ㅠㅠ",https://www.inven.co.kr/board/maple/2300/357902
챌섭 패스 질문드려요,,2026-06-23 20:00,"평소 재획 거의 안하는 성격인데, 챌섭 270찍고 나니까 너무 귀찮고 현타오는데
그냥 챌섭패스 사서 블농만 해도 거의 280찍히겠죠?
2만원으로 시간 산다 생각하면 개이득인거 같은데...",https://www.inven.co.kr/board/maple/2300/357901
드메,Achurus,2026-06-23 19:58,대충 드랍 200정도 맞출려면 몇억 필요할까요,https://www.inven.co.kr/board/maple/2300/357900
"환산주스텟에 보스표는 풀도핑, 노블기준인가요?",,2026-06-23 19:57,"하스데까지는 vip쿠폰만쓰고 잡긴했는데
진힐라 연모로 버프 다넣고 연습좀해봤는데 영 모자라 보이더라구요.
저기 표시되는 퍼센트는 어떤기준이지 궁금합니다",https://www.inven.co.kr/board/maple/2300/357899
메이플 입문 뉴비 유튜브 보고 따라오긴 했는데 템세팅 앞으로,Isssinod,2026-06-23 19:45,"안녕하세요
앞으로 뭐 해야하는지 감이 안 잡힙니다
위와 같은 템세팅으로 유튜브 보고 따라왔고 전투력
2200만 정도 나옵니다.
노말 진힐라까지는 한 3시간 패서 잡아서 지금 플래티넘에 와있는 상태인데요
앞으로 장신구를 바꾸라는 걸 들었는데, 한주한주마다 유니크 잠재 발라가면서 바꾸면 되는건지
뭐부터 우선순위를 둬야 하는지.. 사파이어 가려면 뭔가 스펙업을 해야할 것 같은데
좀 친절히 알려주실 분 계신가요??",https://www.inven.co.kr/board/maple/2300/357897
님들 진짜 너무 급해요 유입 뉴비 메린인데 질문좀 봐주세요 ㅜ,Quiety,2026-06-23 19:29,"챌1섭에 첫날부터 호영 키워왔는데 도저히 생각했던거랑 안맞고 재미가 없어서 255찍고 삭제했거든요.. 어차피 금방 올릴 수 있다고 생각해서
그래서 다른캐릭터를 키우려니까 아이템버닝이 안된다는데 이런상황이면 전 어떻게 해야할까요
존버하고 겨울에 시작해야할까요 맨땅에 투자할수잇는 돈도 적어서 너무 고민입니다 멘탈이 나가버렸습니다 ㅜ",https://www.inven.co.kr/board/maple/2300/357895
챌린저 목표인데 보조를 방공공 사면 별로일까요?,,2026-06-23 19:24,"직업은 팬텀입니다.
지금 보조가 비싸긴 해도 하나 사려는데 방무 껴져있을바엔 싸게 2줄 사는게 나을까요?",https://www.inven.co.kr/board/maple/2300/357893
하루2시간사냥이면 메획100맞추는게 좋을까요?,0hyosin0,2026-06-23 19:21,"어디선 3시간이상해야 효율나온다하고 어디선 1시간만넘기면효율나온다하고... 그냥 하프이어링이랑 안경으로 메획2줄짜리 2개사고
이벤링메획한줄뽑아서쓰려구요! 어떻게생각하시나요??",https://www.inven.co.kr/board/maple/2300/357891
드메템 미라클때 싸지나요?,량디슨,2026-06-23 19:04,이번주 일요일에 미라클 큐브 할수도 있다고 들었는데 그러면 드메템 싸지나요? 지금살지 일요일까지 보고 살지 고민 돼서 질문 드립니다!!!!!,https://www.inven.co.kr/board/maple/2300/357890
메린이 인데 챌섭 챌린저 노리고 있는데 템세팅 자본 어느정도 듬?,Funnn,2026-06-23 18:45,"유튜브에서 챌섭 12주 챌 공략, 챌섭 6주 챌 공략 이런거 보다보니까 메이플 열심히 해서 한 6~8주 기준으로 챌 달 생각 중인데 자본이 어느 정도 들어가야 되는거임??
코인샵 이런거 활용해서 무자본~저자본으로도 되는거임? 아님 자본을 꽤나 투자해야하면 어느정도 있어야함??
일단 패스 종류는 다 샀고 한 50억 메소 가까이 보유중임..",https://www.inven.co.kr/board/maple/2300/357888
20분화 되면서 쿨뚝 극딜 표 갖고계신분 있나용,신의돼지고기,2026-06-23 18:44,찾아보는데 안보여서 부탁드립니다..,https://www.inven.co.kr/board/maple/2300/357887
보스 재입장시 스킬 초기화 되는거 아니였나요..??,어쩔수엄네,2026-06-23 18:42,"갑자기 왜 안되지
조건같은게 있나요?",https://www.inven.co.kr/board/maple/2300/357886
야누스 20랩,,2026-06-23 18:37,이거 그냥 챌만찍어도 주는거임? 아니면 슈챌찍어야함?,https://www.inven.co.kr/board/maple/2300/357885
여명에 그냥 잠재발라도되나요?,,2026-06-23 18:26,"여명템에 유잠이랑 에디에잠 템주는거 못기다리겠는데
그냥 에잠에 에디잠 바르고 나중에 메소로 업글시키면 큰일나는건아니죠?",https://www.inven.co.kr/board/maple/2300/357884
장신구vs미트라,배기,2026-06-23 18:21,둘중 뭐 먼저 사는게 낫나요?,https://www.inven.co.kr/board/maple/2300/357883
본캐 배 가르려하는데,AgasaCrusty,2026-06-23 18:11,"시간이없어서 아버템사라진 본캐템정리하고 하려하는데
300억정도 나올것같습니다.
조듬 더 보태서 5줄 보마보조 사기 vs 다른대 더 투자하고 보조다운그레이드 하기 어떤게나을까요?",https://www.inven.co.kr/board/maple/2300/357882
지금 템사기엔 너무 비싼가요?,배기,2026-06-23 18:04,지금 템사기엔 너무 비싼가요?,https://www.inven.co.kr/board/maple/2300/357881
뉴비 레테 vs 렌 vs 보마,스톤천사,2026-06-23 17:22,"안녕하세요
아무것도 모르는 뉴비입니다 이제 메이플 깔고 캐릭 만들어야해요
기본적으로 첫 캐릭으로 보마랑 렌 많이 추천해주시던데요
이번에 레테가 나와서 이거 보고 메이플 시작 하려고 하거든요
신 캐릭이라서 게시판 공략 보면 언급이 없네요
레테는 어떤가요??
그냥 완전 쌩뉴비는
레테 렌 보마
뭐가 나을까요? 선배님들 조언 부탁드립니다.",https://www.inven.co.kr/board/maple/2300/357879
제로는 스토리를 깨야하나용 ?,,2026-06-23 17:03,"와이프랑 같이 시작했는데
와이프는 우측하단에 스토리라는 버튼이 안뜨는데..
저는(제로) 계속 우측하단에 큰 버튼으로 스토리라고 번쩍번쩍 뜨더라고용..
제로는 이걸 다 밀어야하는건가여  ㅠㅠ",https://www.inven.co.kr/board/maple/2300/357878
메린이 500억 정도 템세팅 질문좀용 행님덜,냠냠이느,2026-06-23 16:15,"안녕하세요
첼섭 유입 뉴비인데 렌이고 현제 투력 1800만 자석펫 3개 다 있고 기본 이벤트 템들 끼고 있습니다.
여기서 500억 정도 투자해서 템살려고 하는데 검색해서 찾아보니까 장신구 18둘둘 또는 보조 엠블 투자로 나뉘는거 같은데 어찌하는게 좋을까요.
꾸준히 투자할 계획입니다.",https://www.inven.co.kr/board/maple/2300/357876
챌섭 2인 검밑 투력 아시는분?,딸뚱이,2026-06-23 16:09,"이번에 지인과 같이 챌섭 시작했어요
컨은 둘다 평균정도 되는 것 같아요
일단 검밑솔 부터 같이 해보려고 하는데 레벨 270, 274
투력 2천만(1.6) , 2천 700만(2.0) 정도입니다
계속 사냥과 보스돌면서 스펙업 하고 있는데
투력과 헥환이 얼마나 되야 괜찮게 잡을까요?",https://www.inven.co.kr/board/maple/2300/357875
게임런처 로그인 관려질문,ll쵸코푸딩ll,2026-06-23 16:07,요새 그리고 직전 챌섭이 너무 자주 튕깁니다 그래서 게임런처로 로그인 할려고하는데 제가 구글계정로그인이거든요 구글계정로그인도 게임런처 로그인 할 수 있는 방법 있나요?,https://www.inven.co.kr/board/maple/2300/357874
설렁설렁 찍먹해보려고하는데 제네시스패스 살까요?,궈닝,2026-06-23 15:49,"옛날에 검은마법사 최종일때 좀 했었는데 검은마법사는 못잡아보고 진힐라는 파티로 잡아보긴함
이번에 그냥 무과금으로 설렁설렁 일단 맛만보려고합니다
제네시스패스가 대박혜자 누칼협이라고 들었는데
뉴비가 무과금으로 설렁설렁 해도 이거 제네시스 해방해서 패스 뽕 뽑을수있나요
히어로랑 캡틴중에 하나 키울생각이고 웬만하면 솔플지향이긴합니다",https://www.inven.co.kr/board/maple/2300/357873
복귀메린이. 템셋팅 방향성좀 알려주세요,루닐,2026-06-23 15:37,"키노세이 - 메이플 캐릭터 정보 | 츄츄지지
먼미래지만 최종목표는 10칠흑 2여명 8에테 입니다. 아마 몇년은봐야해요
그 몇년동안 제대로되게 낄것이 필요한데.   18성 18퍼급 4여명, 벨트는 몽벨 이렇게 가고싶습니다
무기는 해방무기 어떻게든 잘띠워보고., 보조,엠블은 쌍레5줄 종결로 관세아깝지만 좀 싸지면 이두개만이라도 사놓으려고요. 자본은지금 800억인가 남은거가탕요",https://www.inven.co.kr/board/maple/2300/357872
헥사 떡작 질문,전구반짝,2026-06-23 15:12,"메인부터 8 10 2
이렇게 인데 딱히 신경 안쓰고 계속 써도 되겠죠?",https://www.inven.co.kr/board/maple/2300/357871
여제의 축복 미하일한테는 적용안되나요?,nonoqhdl,2026-06-23 15:06,"챌섭 레테키우는중인데. 여축때문에
미하일 120찍고 고귀한 정신6랩찍었는데.
레테는 여축 30인데. 미하일은 여축이 0으로 뜨네요",https://www.inven.co.kr/board/maple/2300/357870
제네패 검마흔적도 소급적용되나요?,땅콩크림12,2026-06-23 15:04,6월 마지막주 검마 -> 7월 1일에 패스구매하면 흔적 소급적용이 되나요?,https://www.inven.co.kr/board/maple/2300/357869
챌섭 일일보스 필수인가요?,,2026-06-23 15:03,"길드 가입은 했는데 기보 가는 사람들이 없어요
혼자서 일일보스 매일 도는게 좋나요??
메이플 처음 해보는 무자본 무과금 유저입니다",https://www.inven.co.kr/board/maple/2300/357868
칠흑장신구,,2026-06-23 14:53,방어구 에테18성레에에 아케인18성유에맞췄는데 장신구는 어떤거부터 맞추나요? 미트라 있어요,https://www.inven.co.kr/board/maple/2300/357867
아이템버닝 최대로 땡기면 언제 22성다나요?,,2026-06-23 14:05,현재 챌섭 이적자까지는 잡았는데 노말진힐라에서 막혀있어서 다음주에는 어디까지 뚫을수있는지 계산하는법좀...,https://www.inven.co.kr/board/maple/2300/357865
어센트는 1렙은 찍어주나요?,아무고톰,2026-06-23 13:38,아니면 환산주스텟대로 따라가다가 여나요?환산주스텟 보니 저 뒤에 있어서 여쭤봅니다,https://www.inven.co.kr/board/maple/2300/357864
1500억 템셋팅,,2026-06-23 13:37,"챌섭에서 시작할거고
9.0~9.5만 정도 목표 한다면 1500억으로 장비 어떻게 꾸릴 수 있을까요?",https://www.inven.co.kr/board/maple/2300/357863
안녕하세요 한 3년전에 잠깐 거의 무자본으로했던 유저인데요,이거는뭐우,2026-06-23 13:13,"이번 첼섭에서 주는보상들 포기하고 본캐바꾸는게 좋을지 기존 본캐 메인으로하는게 좋을지 너무 판단이 안서서 질문드려요 ㅠㅠ
가장 효율적인 방법이 뭐가 있을까요??
유니온 7200 메린이입니당
더 보고 판단해야될게 있으면 말씀해주시면 감사하겠습니다!
템은 접을때 다팔아서 없는상태에요",https://www.inven.co.kr/board/maple/2300/357862
